nomcreateur,datenaissance,datemort,nationalité,lieunaissance,lieumort,mouvement
Jean-Baptiste Pater,1695-12-29T00:00:00Z,1736-07-25T00:00:00Z,France,Valenciennes,Paris,
Leon Dabo,1864-07-09T00:00:00Z,1960-11-07T00:00:00Z,"États-Unis,France",Paris,Manhattan,
Pierre Carrier-Belleuse,1851-01-29T00:00:00Z,1932-01-29T00:00:00Z,France,Paris,Paris,art académique
Constantin Guys,1802-12-03T00:00:00Z,1892-03-13T00:00:00Z,France,Flessingue,Paris,
Antoine Desboeufs,1793-10-13T00:00:00Z,1862-07-12T00:00:00Z,France,Paris,Paris,
Achille Valois,1785-01-12T00:00:00Z,1862-11-17T00:00:00Z,France,Paris,Paris,
Charles Denet,1853-02-10T00:00:00Z,1939-05-20T00:00:00Z,France,Évreux,Paris,
Anna Boberg,,,Suède,,,
Jacopo Bellini,1400-01-01T00:00:00Z,1470-01-01T00:00:00Z,république de Venise,Venise,Venise,Renaissance
Jacques Courtois,1621-02-12T00:00:00Z,1676-11-14T00:00:00Z,"comté de Bourgogne,comté de Bourgogne",Saint-Hippolyte,Rome,
Sebastiano Luciani,1485-01-01T00:00:00Z,1547-07-01T00:00:00Z,"république de Venise,république de Venise",Venise,Rome,maniérisme
Quinten Massijs,1466-05-05T00:00:00Z,1530-01-01T00:00:00Z,"Pays-Bas méridionaux,Pays-Bas méridionaux",Louvain,Anvers,Primitif flamand
Benozzo Gozzoli,1420-01-01T00:00:00Z,1497-10-04T00:00:00Z,Florence,Florence,Pistoie,Renaissance italienne
Étienne Allegrain,1644-01-01T00:00:00Z,1736-04-02T00:00:00Z,France,Paris,Paris,
Antoine-Louis Barye,1795-09-24T00:00:00Z,1875-06-25T00:00:00Z,France,Paris,4e arrondissement de Paris,
Henri Gervex,1852-12-10T00:00:00Z,1929-06-07T00:00:00Z,"France,France",Montmartre,17e arrondissement de Paris,
Jean-Baptiste de Champaigne,1631-12-10T00:00:00Z,1681-10-27T00:00:00Z,France,Bruxelles,Paris,
Gervais Drouet,,,France,,,
Charles Müller,1815-12-28T00:00:00Z,1892-01-09T00:00:00Z,France,Paris,Paris,art académique
Charles Jacque,1813-05-23T00:00:00Z,1894-05-07T00:00:00Z,France,Paris,boulevard de Clichy,
Claude Joseph Vernet,1714-08-14T00:00:00Z,1789-12-03T00:00:00Z,France,Avignon,Paris,
Lawrence Alma-Tadema,1836-01-08T00:00:00Z,1912-06-25T00:00:00Z,"Belgique,Pays-Bas,Royaume-Uni de Grande-Bretagne et d'Irlande",Dronryp,Wiesbaden,mouvement néo-pompéien
Berthe Noufflard,1886-07-05T00:00:00Z,1971-10-11T00:00:00Z,France,9e arrondissement de Paris,Paris,
André Léveillé,1880-05-09T00:00:00Z,1962-12-24T00:00:00Z,France,Lille,Paris,
André Utter,1886-03-22T00:00:00Z,1948-02-07T00:00:00Z,"France,France",18e arrondissement de Paris,18e arrondissement de Paris,
Eugène Carrière,1849-01-16T00:00:00Z,1906-03-27T00:00:00Z,France,Gournay-sur-Marne,Paris,symbolisme
Jean-Joseph-Xavier Bidauld,1758-04-10T00:00:00Z,1846-10-20T00:00:00Z,France,Carpentras,Montmorency,
Antoine Le Nain,1588-01-01T00:00:00Z,1648-05-25T00:00:00Z,France,Laon,Paris,
Augustin Feyen-Perrin,1826-04-12T00:00:00Z,1888-10-14T00:00:00Z,France,Bey-sur-Seille,9e arrondissement de Paris,
Louis Édouard Fournier,1857-12-17T00:00:00Z,1917-04-10T00:00:00Z,France,Paris,7e arrondissement de Paris,art académique
Charles-Louis Clérisseau,1721-08-28T00:00:00Z,1820-01-19T00:00:00Z,France,Paris,Auteuil,
Nicolas-Didier Boguet,1755-02-18T00:00:00Z,1839-04-01T00:00:00Z,France,Chantilly,Rome,néo-classicisme
Pieter van Bloemen,1657-01-17T00:00:00Z,1720-03-06T00:00:00Z,Pays-Bas méridionaux,Anvers,Anvers,
René-Antoine Houasse,1645-01-01T00:00:00Z,1710-05-27T00:00:00Z,France,Paris,Paris,
Auguste de Forbin,1777-08-19T00:00:00Z,1841-02-23T00:00:00Z,France,La Roque-d'Anthéron,Paris,
Edme Dumont,1720-01-01T00:00:00Z,1775-01-01T00:00:00Z,France,Paris,Paris,
Simone Martini,1284-01-01T00:00:00Z,1344-08-09T00:00:00Z,"Italie,Italie",Sienne,Avignon,gothique international
Jean Barbault,1718-08-08T00:00:00Z,1762-05-28T00:00:00Z,France,Viarmes,Rome,
Antoine Caron,1521-01-01T00:00:00Z,1599-01-01T00:00:00Z,France,Beauvais,Paris,École de Fontainebleau
Pierre-Auguste Renoir,1841-02-25T00:00:00Z,1919-12-03T00:00:00Z,France,Limoges,Cagnes-sur-Mer,impressionnisme
Paolo Veronese,1528-01-01T00:00:00Z,1588-04-19T00:00:00Z,"république de Venise,république de Venise,république de Venise,république de Venise,république de Venise,république de Venise,république de Venise,république de Venise",Vérone,Venise,maniérisme
Pieter Brueghel de Jonge,1564-01-01T00:00:00Z,1638-10-10T00:00:00Z,"Pays-Bas méridionaux,Pays-Bas méridionaux,Pays-Bas méridionaux,Pays-Bas méridionaux",Bruxelles,Anvers,
Félix Lecomte,1737-01-16T00:00:00Z,1817-01-11T00:00:00Z,France,Paris,Paris,
Fleury François Richard,1777-02-25T00:00:00Z,1852-03-14T00:00:00Z,France,Lyon,Écully,
Hortense Haudebourt-Lescot,1784-12-14T00:00:00Z,1845-01-02T00:00:00Z,"France,France",Paris,Paris,
Alexandre Debelle,1805-12-21T00:00:00Z,1897-07-23T00:00:00Z,France,Voreppe,Grenoble,
Jean Siméon Chardin,1699-11-02T00:00:00Z,1779-12-06T00:00:00Z,France,Paris,Paris,
Eugène-Louis Lequesne,1815-02-15T00:00:00Z,1887-06-03T00:00:00Z,France,Paris,Paris,
Victor Mottez,1809-02-13T00:00:00Z,1897-06-07T00:00:00Z,France,Lille,Bièvres,néo-classicisme
Joseph Ehrismann,1880-03-02T00:00:00Z,1937-02-18T00:00:00Z,"France,Reich allemand",Mutzig,Strasbourg,
Théodore Géricault,1791-09-26T00:00:00Z,1824-01-26T00:00:00Z,France,Rouen,Paris,romantisme
Fabius Brest,1823-07-31T00:00:00Z,1900-11-05T00:00:00Z,France,Marseille,Marseille,peinture orientaliste
Carmontelle,1717-08-15T00:00:00Z,1806-12-26T00:00:00Z,France,Paris,Paris,
Jan van Kessel,1626-04-05T00:00:00Z,1679-04-17T00:00:00Z,"Pays-Bas méridionaux,Pays-Bas méridionaux,Pays-Bas méridionaux",Anvers,Anvers,
Jacques Gamelin,1738-10-03T00:00:00Z,1803-10-14T00:00:00Z,"France,France",Carcassonne,Carcassonne,
Luca Penni,1500-01-01T00:00:00Z,1556-01-01T00:00:00Z,Italie,Florence,Paris,
François Bonvin,1817-11-22T00:00:00Z,1887-12-19T00:00:00Z,France,Paris,Saint-Germain-en-Laye,réalisme
Hippolyte Lecomte,1781-12-28T00:00:00Z,1857-07-25T00:00:00Z,France,Puiseaux,Paris,
Trophime Bigot,1579-06-18T00:00:00Z,1650-02-21T00:00:00Z,France,Arles,Avignon,baroque
Jean-Pierre Dantan,1800-12-28T00:00:00Z,1869-09-06T00:00:00Z,France,Paris,Baden-Baden,
Henriette Lorimier,1775-08-07T00:00:00Z,1854-04-01T00:00:00Z,France,Paris,Paris,
Alonso Cano de Almansa,1601-03-19T00:00:00Z,1667-09-03T00:00:00Z,"Espagne,Espagne",Grenade,Grenade,baroque
Adolphe-Victor Geoffroy-Dechaume,1816-09-25T00:00:00Z,1892-08-25T00:00:00Z,France,Paris,Valmondois,
Jules Laurens,1825-07-25T00:00:00Z,1901-05-05T00:00:00Z,France,Carpentras,Saint-Didier,orientalisme
Adolphe Pierre Leleux,1812-11-15T00:00:00Z,1891-07-27T00:00:00Z,France,Paris,Paris,réalisme
Nicolas Mignard,1606-02-07T00:00:00Z,1668-05-20T00:00:00Z,"France,France",Troyes,Paris,
Francisco Pacheco del Río,1566-01-01T00:00:00Z,1644-01-01T00:00:00Z,Espagne,Sanlúcar de Barrameda,Séville,
Jean-Désiré Ringel d'Illzach,1849-09-29T00:00:00Z,1916-07-28T00:00:00Z,France,Illzach,Strasbourg,
Pasquale Ottino,1578-01-01T00:00:00Z,1630-01-01T00:00:00Z,"république de Venise,république de Venise",Vérone,Vérone,
Jean Puy,1876-11-08T00:00:00Z,1960-03-06T00:00:00Z,"France,France",Roanne,Roanne,
Jean-Baptiste-Jules Klagmann,1810-04-01T00:00:00Z,1867-01-18T00:00:00Z,"France,France",Paris,Paris,
Eugène Leroy,1910-08-08T00:00:00Z,2000-05-10T00:00:00Z,France,Tourcoing,Wasquehal,
Jacques de Lajoüe,1686-01-01T00:00:00Z,1761-01-01T00:00:00Z,France,Paris,Paris,
Gustave Loiseau,1865-10-03T00:00:00Z,1935-10-10T00:00:00Z,France,Paris,Paris,École de Pont-Aven
Charles-Alphonse Du Fresnoy,1611-01-01T00:00:00Z,1668-01-16T00:00:00Z,France,Paris,Villiers-le-Bel,
Alphonse Osbert,1857-03-23T00:00:00Z,1939-08-11T00:00:00Z,France,Paris,Paris,symbolisme
Pierre Gautherot,1769-01-01T00:00:00Z,1825-07-01T00:00:00Z,"France,France",Paris,Paris,
Jean-Pierre Granger,1779-03-11T00:00:00Z,1840-12-01T00:00:00Z,France,Paris,Paris,
Gaston de La Touche,1854-10-29T00:00:00Z,1913-07-12T00:00:00Z,"France,France",Saint-Cloud,7e arrondissement de Paris,Naturalisme
Élisabeth Vigée Le Brun,1755-04-16T00:00:00Z,1842-03-30T00:00:00Z,"France,France",Paris,Paris,néo-classicisme
Richard Dadd,1817-08-01T00:00:00Z,1886-01-07T00:00:00Z,"Royaume-Uni de Grande-Bretagne et d'Irlande,Royaume-Uni de Grande-Bretagne et d'Irlande",Chatham,hôpital Broadmoor,peinture féerique
Charles Laval,1862-03-17T00:00:00Z,1894-04-27T00:00:00Z,France,9e arrondissement de Paris,14e arrondissement de Paris,École de Pont-Aven
Émilien de Nieuwerkerke,1811-04-16T00:00:00Z,1892-01-16T00:00:00Z,France,Paris,Italie,
Hippolyte Petitjean,1854-09-11T00:00:00Z,1929-09-18T00:00:00Z,France,Mâcon,Paris,pointillisme
Jean-Baptiste d'Huez,1729-03-01T00:00:00Z,1793-10-27T00:00:00Z,France,Arras,Paris,
Nicolas-Auguste Galimard,1813-03-25T00:00:00Z,1880-01-16T00:00:00Z,France,Paris,Montigny-lès-Cormeilles,
Charles de La Fosse,1636-06-15T00:00:00Z,1716-12-13T00:00:00Z,France,Paris,Paris,
Publius Aelius Hadrianus,0076-01-22T00:00:00Z,0138-07-09T00:00:00Z,Rome antique,Ciudad romana de Itálica,Baïes,
Jean-Baptiste Lemoyne,1679-09-14T00:00:00Z,1731-10-20T00:00:00Z,France,Paris,Paris,
Auguste Cain,1821-11-10T00:00:00Z,1894-08-06T00:00:00Z,France,Paris,10e arrondissement de Paris,
Alexis Simon Belle,1674-01-12T00:00:00Z,1734-11-21T00:00:00Z,"France,France,France,France",Paris,Paris,
Alessandro Bonvicino,1498-01-01T00:00:00Z,1554-12-01T00:00:00Z,république de Venise,Rovato,Rovato,Haute Renaissance
Eugène-André Oudiné,1810-01-01T00:00:00Z,1887-04-11T00:00:00Z,France,Paris,6e arrondissement de Paris,
Hans Hartung,1904-09-21T00:00:00Z,1989-12-07T00:00:00Z,"France,Allemagne",Leipzig,Antibes,Expressionnisme abstrait
Henri Félix Emmanuel Philippoteaux,1815-04-03T00:00:00Z,1884-11-09T00:00:00Z,"France,France",Paris,Paris,orientalisme
Aizik Feder,1886-07-16T00:00:00Z,1943-01-01T00:00:00Z,France,Odessa,Auschwitz,
Nanine Vallain,,,France,,,néo-classicisme
Georges Rocher,1927-11-11T00:00:00Z,1984-03-05T00:00:00Z,France,Casablanca,Quimperlé,
Pieter de Hooch,1629-12-20T00:00:00Z,1684-03-24T00:00:00Z,"Pays-Bas,Pays-Bas,Pays-Bas,Pays-Bas",Rotterdam,Amsterdam,baroque
François-Marie Firmin-Girard,1838-05-29T00:00:00Z,1921-01-08T00:00:00Z,"France,France,France,France",Poncin,Montluçon,réalisme
Jean-Baptiste van Loo,1684-01-14T00:00:00Z,1745-12-19T00:00:00Z,France,Aix-en-Provence,Aix-en-Provence,
Alexandre-François Caminade,1789-12-14T00:00:00Z,1862-05-01T00:00:00Z,France,Paris,Versailles,
Fernand Léger,1881-02-04T00:00:00Z,1955-08-17T00:00:00Z,France,Argentan,Gif-sur-Yvette,cubisme
Jean Ranc,1674-01-28T00:00:00Z,1735-07-01T00:00:00Z,France,Montpellier,Madrid,
Georges d'Espagnat,1870-08-14T00:00:00Z,1950-04-17T00:00:00Z,France,Melun,Paris,
Merry-Joseph Blondel,1781-07-25T00:00:00Z,1853-06-12T00:00:00Z,France,Paris,Paris,néo-classicisme
Henri Harpignies,1819-07-24T00:00:00Z,1916-08-28T00:00:00Z,France,Valenciennes,Saint-Privé,
Pierre-Nolasque Bergeret,1782-01-30T00:00:00Z,1863-02-22T00:00:00Z,"France,France",Bordeaux,Paris,
Césarine Davin-Mirvault,1773-06-03T00:00:00Z,1844-11-25T00:00:00Z,France,Paris,Paris,
Achille Cesbron,1849-11-05T00:00:00Z,1913-01-03T00:00:00Z,France,Oran,Paris,
Dante Gabriel Rossetti,1828-05-12T00:00:00Z,1882-04-09T00:00:00Z,"Royaume-Uni de Grande-Bretagne et d'Irlande,Royaume-Uni de Grande-Bretagne et d'Irlande",Londres,Birchington-on-Sea,préraphaélisme
Alfred Roll,1846-03-10T00:00:00Z,1919-10-27T00:00:00Z,"France,France",ancien 8e arrondissement de Paris,Paris,réalisme
Hans Makart,1840-05-29T00:00:00Z,1884-10-03T00:00:00Z,"Autriche,Autriche",Salzbourg,Vienne,
Lucie Cousturier,1876-12-19T00:00:00Z,1925-06-16T00:00:00Z,France,2e arrondissement de Paris,16e arrondissement de Paris,néo-impressionnisme
Fra Angelico,1400-01-01T00:00:00Z,1455-02-18T00:00:00Z,Italie,Vicchio,Rome,Renaissance italienne
Fra Angelico,1400-01-01T00:00:00Z,1455-02-18T00:00:00Z,"Italie,Italie",Vicchio,Rome,Renaissance italienne
Henri Martin,1860-08-05T00:00:00Z,1943-11-12T00:00:00Z,"France,France,France",Toulouse,France,impressionnisme
Adrien Dauzats,1804-07-16T00:00:00Z,1868-02-18T00:00:00Z,France,Bordeaux,Paris,orientalisme
Louis-Nicolas Cabat,1812-12-06T00:00:00Z,1892-03-13T00:00:00Z,France,Paris,Paris,École de Barbizon
Charles Bertier,1860-10-01T00:00:00Z,1924-07-26T00:00:00Z,France,Grenoble,Grenoble,
Pablo Picasso,1881-10-25T00:00:00Z,1973-04-08T00:00:00Z,"Espagne,Espagne,Espagne",Malaga,Mougins,surréalisme
Paul Jouve,1878-03-16T00:00:00Z,1973-05-13T00:00:00Z,France,Bourron-Marlotte,Paris,
Albert André,1869-05-24T00:00:00Z,1954-07-11T00:00:00Z,France,2e arrondissement de Lyon,Laudun-l'Ardoise,postimpressionnisme
Alfred Dehodencq,1822-04-23T00:00:00Z,1882-01-02T00:00:00Z,France,Paris,Paris,orientalisme
Publius Septimius Geta,0189-03-06T00:00:00Z,0211-12-26T00:00:00Z,Rome antique,Rome,Rome,
Jean-Laurent Mosnier,1743-01-01T00:00:00Z,1808-04-10T00:00:00Z,France,Paris,Saint-Pétersbourg,
Pierre Révoil,1776-06-12T00:00:00Z,1842-03-19T00:00:00Z,France,Lyon,Paris,
Joshua Reynolds,1723-07-16T00:00:00Z,1792-02-23T00:00:00Z,royaume de Grande-Bretagne,Plympton,Londres,néo-classicisme
Jan Massijs,1509-01-01T00:00:00Z,1575-10-18T00:00:00Z,"Pays-Bas,Pays-Bas méridionaux",Anvers,Anvers,Primitif flamand
Alexandre Colin,1798-12-05T00:00:00Z,1875-11-22T00:00:00Z,France,Paris,Paris,
Pierre Édouard Boyer,1865-12-24T00:00:00Z,1933-01-01T00:00:00Z,France,Paris,protectorat français de Tunisie,
Louis Boizot,1743-10-09T00:00:00Z,1809-03-10T00:00:00Z,France,Paris,Paris,
Jacopo da Pontormo,1494-06-02T00:00:00Z,1557-01-12T00:00:00Z,"Italie,Italie,Italie",Empoli,Florence,maniérisme
Albert Gleizes,1881-12-08T00:00:00Z,1953-06-24T00:00:00Z,"France,France,France,France",Paris,Avignon,cubisme de salon
Emmanuel Gondouin,1883-01-29T00:00:00Z,1934-01-06T00:00:00Z,France,Versailles,Paris,cubisme
François Jouvenet,1664-12-19T00:00:00Z,1749-04-08T00:00:00Z,France,Rouen,Paris,
Henri Mauperché,1602-01-01T00:00:00Z,1686-12-26T00:00:00Z,France,Paris,Paris,
Joseph-Marie Vien,1716-06-18T00:00:00Z,1809-03-27T00:00:00Z,France,Montpellier,Paris,
Domenico Veneziano,1410-01-01T00:00:00Z,1461-05-24T00:00:00Z,république de Venise,Venise,Florence,
Ulysse Butin,1838-05-15T00:00:00Z,1883-12-09T00:00:00Z,France,Saint-Quentin,8e arrondissement de Paris,Naturalisme
Quentin de La Tour,1704-10-05T00:00:00Z,1788-02-17T00:00:00Z,"France,France",Saint-Quentin,Saint-Quentin,rococo
Jules Bastien-Lepage,1848-11-01T00:00:00Z,1884-12-10T00:00:00Z,France,Damvillers,17e arrondissement de Paris,Naturalisme
George-Daniel de Monfreid,1856-03-14T00:00:00Z,1929-11-26T00:00:00Z,France,New York,Corneilla-de-Conflent,
Maria Elena Vieira da Silva,1908-06-13T00:00:00Z,1992-03-06T00:00:00Z,"France,France,France,France",Lisbonne,Paris,École de Paris
Gossart,1478-01-01T00:00:00Z,1532-10-11T00:00:00Z,"Pays-Bas bourguignons,Pays-Bas bourguignons",Maubeuge,Bréda,
Armand Guillaumin,1841-02-16T00:00:00Z,1927-06-26T00:00:00Z,France,Paris,Orly,impressionnisme
Gaston Bussiere,1862-04-24T00:00:00Z,1928-10-29T00:00:00Z,France,Cuisery,Saulieu,
Paul-Élie Ranson,1864-03-29T00:00:00Z,1909-02-20T00:00:00Z,"France,France",Limoges,Paris,
Théo Van Rysselberghe,1862-11-23T00:00:00Z,1926-12-14T00:00:00Z,Belgique,Gand,Le Lavandou,néo-impressionnisme
Louis Marcoussis,1878-11-14T00:00:00Z,1941-10-22T00:00:00Z,"Pologne,France",Varsovie,Cusset,
Jean-François Hue,1751-12-02T00:00:00Z,1823-12-26T00:00:00Z,France,Saint-Arnoult-en-Yvelines,Paris,
Charles Angrand,1854-04-19T00:00:00Z,1926-04-01T00:00:00Z,"France,France,France,France",Criquetot-sur-Ouville,Rouen,pointillisme
Aelbert Cuyp,1620-10-20T00:00:00Z,1691-11-15T00:00:00Z,Pays-Bas,Dordrecht,Dordrecht,âge d'or de la peinture néerlandaise
François-Xavier Fabre,1766-04-01T00:00:00Z,1837-03-16T00:00:00Z,France,Montpellier,Montpellier,
Hendrick Goltzius,1558-02-01T00:00:00Z,1617-01-01T00:00:00Z,Provinces-Unies,Bracht,Haarlem,maniérisme
Constance Mayer,1775-01-01T00:00:00Z,1821-05-26T00:00:00Z,"France,France",Chauny,Paris,néo-classicisme
Ferdinand Perrot,1808-01-01T00:00:00Z,1841-01-01T00:00:00Z,France,Paimbœuf,Saint-Pétersbourg,
Lovis Corinth,1858-07-21T00:00:00Z,1925-07-17T00:00:00Z,"royaume de Prusse,royaume de Prusse",Gvardeïsk,Zandvoort,impressionnisme
Auguste Renoir,1841-02-25T00:00:00Z,1919-12-03T00:00:00Z,France,Limoges,Cagnes-sur-Mer,impressionnisme
Charles Sellier,1830-12-23T00:00:00Z,1882-11-23T00:00:00Z,France,Nancy,Nancy,
Jean de Beaumetz,1335-01-01T00:00:00Z,1396-10-16T00:00:00Z,France,Beaumetz-lès-Loges,Bourgogne,
Maurice Denis,1870-11-25T00:00:00Z,1943-11-13T00:00:00Z,"France,France",Granville,Paris,symbolisme
Bernard van Orley,1488-01-01T00:00:00Z,1541-01-06T00:00:00Z,Pays-Bas méridionaux,Bruxelles,Murcie,
Jean-Baptiste Regnault,1754-10-09T00:00:00Z,1829-11-12T00:00:00Z,France,Paris,Paris,néo-classicisme
Frans Hals,1591-01-01T00:00:00Z,1666-08-26T00:00:00Z,"Provinces-Unies,Provinces-Unies",Anvers,Haarlem,baroque
Isidore Dagnan,1788-09-24T00:00:00Z,1873-11-07T00:00:00Z,France,Marseille,Paris,
André Gill,1840-10-17T00:00:00Z,1885-05-01T00:00:00Z,France,Paris,Charenton-le-Pont,
Jean-Baptiste Huet,1745-10-15T00:00:00Z,1811-08-27T00:00:00Z,France,Paris,Paris,
Peter Snayers,1592-11-24T00:00:00Z,1667-01-01T00:00:00Z,Pays-Bas méridionaux,Anvers,Bruxelles,
Laurent de La Hyre,1606-02-27T00:00:00Z,1656-12-28T00:00:00Z,France,Paris,Paris,classicisme
Émile Deroy,1820-01-19T00:00:00Z,1846-05-10T00:00:00Z,France,Paris,Paris,
Louis Jean François Lagrenée,1725-01-21T00:00:00Z,1805-06-19T00:00:00Z,France,Paris,Paris,
Antoine Guillemet,1841-06-30T00:00:00Z,1918-05-19T00:00:00Z,France,Chantilly,Mareuil,réalisme
Aristide Maillol,1861-12-08T00:00:00Z,1944-09-27T00:00:00Z,France,Banyuls-sur-Mer,Banyuls-sur-Mer,nabi
Michel Corneille le Jeune,1642-01-01T00:00:00Z,1708-08-16T00:00:00Z,France,Paris,Paris,
Louis Boulanger,1806-03-11T00:00:00Z,1867-03-07T00:00:00Z,France,Verceil,Dijon,
Henri Zuber,1844-06-24T00:00:00Z,1909-04-07T00:00:00Z,France,Rixheim,Paris,
Charles Busson,1822-07-15T00:00:00Z,1908-04-04T00:00:00Z,France,Montoire-sur-le-Loir,15e arrondissement de Paris,
Jean-Antoine Laurent,1763-10-31T00:00:00Z,1832-02-11T00:00:00Z,France,Baccarat,Épinal,
José de Ribera,1591-01-12T00:00:00Z,1652-09-03T00:00:00Z,"Espagne,Espagne",Xàtiva,Naples,baroque
Raffaello Sanzio,1483-04-15T00:00:00Z,1520-04-16T00:00:00Z,"Saint-Empire romain germanique,Saint-Empire romain germanique,Saint-Empire romain germanique,Saint-Empire romain germanique",Urbino,Rome,Haute Renaissance
Raffaello Sanzio,1483-04-15T00:00:00Z,1520-04-16T00:00:00Z,"Saint-Empire romain germanique,Saint-Empire romain germanique,Saint-Empire romain germanique,Saint-Empire romain germanique,Saint-Empire romain germanique,Saint-Empire romain germanique,Saint-Empire romain germanique,Saint-Empire romain germanique",Urbino,Rome,Haute Renaissance
Jan Frans van Bredael,1686-04-01T00:00:00Z,1750-02-19T00:00:00Z,Pays-Bas méridionaux,Anvers,Anvers,
François-Auguste Ortmans,1826-02-02T00:00:00Z,1884-11-24T00:00:00Z,France,Paris,Paris,
Guillaume Coustou,1677-11-29T00:00:00Z,1746-02-22T00:00:00Z,France,Lyon,Paris,baroque
Guillaume Coustou,1677-11-29T00:00:00Z,1746-02-22T00:00:00Z,"France,France",Lyon,Paris,baroque
Jean-Baptiste Parelle,1790-11-28T00:00:00Z,1837-05-26T00:00:00Z,France,Rouen,Rouen,
Paul Dubois,1829-07-18T00:00:00Z,1905-05-23T00:00:00Z,France,Nogent-sur-Seine,Paris,
Charles-François-Prosper Guérin,1875-02-21T00:00:00Z,1939-03-19T00:00:00Z,France,Sens,11e arrondissement de Paris,
Pierre Parrocel,1670-03-18T00:00:00Z,1739-08-26T00:00:00Z,royaume de France,Avignon,Paris,baroque
Jean-Sébastien Rouillard,1789-01-01T00:00:00Z,1852-10-10T00:00:00Z,France,Paris,Paris,
Marie Laurencin,1883-10-31T00:00:00Z,1956-06-08T00:00:00Z,"France,France",10e arrondissement de Paris,Paris,cubisme
Edgar Maxence,1871-09-17T00:00:00Z,1954-07-31T00:00:00Z,France,Nantes,La Bernerie-en-Retz,symbolisme
Léon Comerre,1850-10-10T00:00:00Z,1916-02-20T00:00:00Z,"France,France",Trélon,17e arrondissement de Paris,orientalisme
Giovanni Lanfranco,1582-02-05T00:00:00Z,1647-11-30T00:00:00Z,Italie,Parme,Rome,baroque
Girolamo Muziano,1532-01-01T00:00:00Z,1592-04-27T00:00:00Z,"Italie,Italie,Italie,Italie",Acquafredda,Rome,
Léon Perrault,1832-06-16T00:00:00Z,1908-08-06T00:00:00Z,France,Poitiers,Royan,art académique
François de Troy,1645-02-01T00:00:00Z,1730-05-01T00:00:00Z,France,Toulouse,Paris,
Antoine Bourdelle,1861-10-30T00:00:00Z,1929-10-01T00:00:00Z,France,Montauban,Le Vésinet,
Frans Masereel,1889-07-30T00:00:00Z,1972-01-03T00:00:00Z,Belgique,Blankenberghe,Avignon,
Étienne Maurice Falconet,1716-12-01T00:00:00Z,1791-01-24T00:00:00Z,France,Paris,Paris,rococo
Francesco Solimena,1657-10-04T00:00:00Z,1747-04-03T00:00:00Z,Italie,Serino,Naples,baroque
Clodion,1738-12-20T00:00:00Z,1814-03-29T00:00:00Z,France,Nancy,Paris,
Auguste-Barthélemy Glaize,1807-12-15T00:00:00Z,1893-08-08T00:00:00Z,France,Montpellier,Paris,
Johan Barthold Jongkind,1819-06-03T00:00:00Z,1891-02-09T00:00:00Z,Pays-Bas,Lattrop,La Côte-Saint-André,
Heinrich Campendonk,1889-11-03T00:00:00Z,1957-05-09T00:00:00Z,"Allemagne,Pays-Bas",Krefeld,Amsterdam,expressionnisme
Paul Signac,1863-11-11T00:00:00Z,1935-08-15T00:00:00Z,France,Paris,Paris,pointillisme
François Lanno,1800-02-16T00:00:00Z,1871-09-05T00:00:00Z,France,Rennes,Beaumont-sur-Oise,
Jacques-Louis David,1748-08-30T00:00:00Z,1825-12-29T00:00:00Z,France,Paris,Bruxelles,néo-classicisme
Narcisse Díaz de la Peña,1808-08-20T00:00:00Z,1876-11-18T00:00:00Z,"France,France",Bordeaux,Menton,École de Barbizon
Anton von Maron,1733-01-08T00:00:00Z,1808-03-03T00:00:00Z,Autriche,Vienne,Rome,
Charles Le Roux,1814-04-25T00:00:00Z,1895-02-27T00:00:00Z,France,Nantes,Nantes,
Gottfried Kneller,1646-08-08T00:00:00Z,1723-10-27T00:00:00Z,"Allemagne,Allemagne,royaume de Grande-Bretagne,royaume de Grande-Bretagne",Lübeck,Londres,
Adrien Karbowsky,1855-12-15T00:00:00Z,1945-03-14T00:00:00Z,France,Paris,Paris,
Camille Pissarro,1830-07-10T00:00:00Z,1903-11-13T00:00:00Z,"Danemark,France,Danemark,France",Charlotte Amalie,Paris,impressionnisme
Barthélemy Tremblay,1578-01-01T00:00:00Z,1629-01-01T00:00:00Z,"France,France",Louvres,Paris,
Gabriel Blanchard,1630-12-26T00:00:00Z,1704-01-01T00:00:00Z,France,Paris,Paris,
Alexandre Jean Noël,1752-07-25T00:00:00Z,1834-01-01T00:00:00Z,France,Brie-Comte-Robert,Paris,
Lucas van Leyden,1494-01-01T00:00:00Z,1533-01-01T00:00:00Z,Pays-Bas septentrionaux,Leyde,Leyde,
Charles Nicolas Lafond,1774-01-01T00:00:00Z,1835-01-16T00:00:00Z,France,Paris,Paris,
Jean-Antoine-Marie Idrac,1849-04-14T00:00:00Z,1884-12-28T00:00:00Z,France,Toulouse,9e arrondissement de Paris,
Hubert Le Sueur,1580-01-01T00:00:00Z,1658-01-01T00:00:00Z,France,Paris,Londres,
Jean Gigoux,1806-01-08T00:00:00Z,1894-12-12T00:00:00Z,"France,France",Besançon,Besançon,
Agnolo Bronzino,1503-11-27T00:00:00Z,1572-12-03T00:00:00Z,Italie,Florence,Florence,maniérisme
Joseph-Nicolas Robert-Fleury,1797-08-08T00:00:00Z,1890-05-05T00:00:00Z,France,Cologne,Paris,
Lou Albert-Lasard,1885-11-10T00:00:00Z,1969-07-21T00:00:00Z,France,Metz,Paris,expressionnisme
