nomcreateur,datenaissance,datemort,nationalité,lieunaissance,lieumort,mouvement
Nicolas-Bernard Lépicié,1735-06-16T00:00:00Z,1784-09-15T00:00:00Z,France,Paris,Paris,
Émile Bernard,1868-04-28T00:00:00Z,1941-04-16T00:00:00Z,France,Lille,Paris,orientalisme
Étienne-Barthélémy Garnier,1759-08-24T00:00:00Z,1849-11-16T00:00:00Z,France,Paris,Paris,
Marianne Loir,1715-01-01T00:00:00Z,1769-01-01T00:00:00Z,France,Paris,Paris,
Eugène Leroy,1910-08-08T00:00:00Z,2000-05-10T00:00:00Z,France,Tourcoing,Wasquehal,
Louis-Jules Dumoulin,1860-10-18T00:00:00Z,1924-12-05T00:00:00Z,France,Paris,Paris,
André Giroux,1801-04-30T00:00:00Z,1879-11-18T00:00:00Z,France,Paris,8e arrondissement de Paris,
Mariano Fortuny,1838-07-11T00:00:00Z,1874-11-21T00:00:00Z,Espagne,Reus,Rome,orientalisme
Sebastiano Luciani,1485-01-01T00:00:00Z,1547-07-01T00:00:00Z,république de Venise,Venise,Rome,maniérisme
Giotto di Bondone,1276-01-01T00:00:00Z,1337-01-16T00:00:00Z,République florentine,Vicchio,Florence,art gothique
Hubert Robert,1733-05-22T00:00:00Z,1808-04-15T00:00:00Z,France,Paris,Paris,préromantisme
Jean-Paul Laurens,1838-03-28T00:00:00Z,1921-03-23T00:00:00Z,France,Fourquevaux,14e arrondissement de Paris,art académique
Théodore-Charles Gruyère,1813-09-17T00:00:00Z,1885-03-01T00:00:00Z,France,Paris,6e arrondissement de Paris,
Jacques-Eugène Feyen,1815-11-13T00:00:00Z,1908-07-24T00:00:00Z,France,Bey-sur-Seille,Paris,Naturalisme
William Turner,1775-04-23T00:00:00Z,1851-12-19T00:00:00Z,"Royaume-Uni de Grande-Bretagne et d'Irlande,royaume de Grande-Bretagne",Maiden Lane,Cheyne Walk,romantisme
Hans Reichel,1892-08-09T00:00:00Z,1958-12-07T00:00:00Z,France,Wurtzbourg,Paris,
Claude Bonnefond,1796-03-27T00:00:00Z,1860-06-27T00:00:00Z,France,Lyon,Lyon,
Auguste Leloir,1809-07-01T00:00:00Z,1892-03-08T00:00:00Z,France,Paris,17e arrondissement de Paris,
François Jouffroy,1806-02-01T00:00:00Z,1882-06-25T00:00:00Z,France,Dijon,Laval,
Georges Maroniez,1865-01-17T00:00:00Z,1933-12-11T00:00:00Z,France,Douai,Paris,réalisme
Camille Anastacia Kendall Maria Nicola Claudel,1864-12-08T00:00:00Z,1943-10-19T00:00:00Z,France,Villeneuve-sur-Fère,Montfavet,expressionnisme
Nicolas-Toussaint Charlet,1792-12-20T00:00:00Z,1845-12-30T00:00:00Z,France,Paris,Paris,
Françoise Duparc,1726-10-15T00:00:00Z,1778-10-02T00:00:00Z,France,Murcie,Marseille,baroque
Franz Xaver Winterhalter,1805-04-20T00:00:00Z,1873-07-08T00:00:00Z,Empire allemand,Menzenschwand,Francfort-sur-le-Main,art académique
Georges Moreau de Tours,1848-04-04T00:00:00Z,1901-01-12T00:00:00Z,France,Ivry-sur-Seine,Bois-le-Roi,
Jean-François Bony,1754-02-24T00:00:00Z,1825-01-01T00:00:00Z,France,Givors,Paris,
Joseph Beaume,1796-09-24T00:00:00Z,1885-09-11T00:00:00Z,France,Marseille,10e arrondissement de Paris,
Hans Hartung,1904-09-21T00:00:00Z,1989-12-07T00:00:00Z,"France,Allemagne",Leipzig,Antibes,Expressionnisme abstrait
Edme-François-Étienne Gois,1765-01-01T00:00:00Z,1836-01-01T00:00:00Z,France,Paris,Saint-Leu-Taverny,
Jacques-Augustin-Catherine Pajou,1766-08-27T00:00:00Z,1828-11-28T00:00:00Z,France,Paris,Paris,
Gillot Saint-Evre,1791-01-01T00:00:00Z,1858-01-01T00:00:00Z,France,Boult-sur-Suippe,Paris,
Munkácsy Mihály,1846-01-01T00:00:00Z,1900-05-01T00:00:00Z,Hongrie,Moukatchevo,Endenich,
Adrien Guignet,1816-01-21T00:00:00Z,1854-05-19T00:00:00Z,France,Annecy,Paris,
Christian Boltanski,,,France,,,art contemporain
Alphonse Legros,1837-05-08T00:00:00Z,1911-12-08T00:00:00Z,"France,Royaume-Uni de Grande-Bretagne et d'Irlande",Dijon,Watford,réalisme
Jean-Louis Jaley,1802-01-27T00:00:00Z,1866-05-30T00:00:00Z,France,Paris,Neuilly-sur-Seine,
محمد الحبيب باي,1858-08-13T00:00:00Z,1929-02-13T00:00:00Z,Tunisie,Le Bardo,Carthage,
Johan Barthold Jongkind,1819-06-03T00:00:00Z,1891-02-09T00:00:00Z,Pays-Bas,Lattrop,La Côte-Saint-André,
Jean-Baptiste van Loo,1684-01-14T00:00:00Z,1745-12-19T00:00:00Z,France,Aix-en-Provence,Aix-en-Provence,
Augustin Feyen-Perrin,1826-04-12T00:00:00Z,1888-10-14T00:00:00Z,France,Bey-sur-Seille,9e arrondissement de Paris,
James Ensor,1860-04-13T00:00:00Z,1949-11-19T00:00:00Z,Belgique,Ostende,Ostende,expressionnisme
Guillaume Guillon Lethière,1760-01-16T00:00:00Z,1832-04-22T00:00:00Z,France,Sainte-Anne,Paris,néo-classicisme
Charles Despiau,1874-11-04T00:00:00Z,1946-10-28T00:00:00Z,France,Mont-de-Marsan,Paris,
Adolphe-Victor Geoffroy-Dechaume,1816-09-25T00:00:00Z,1892-08-25T00:00:00Z,France,Paris,Valmondois,
Jean-Antoine Laurent,1763-10-31T00:00:00Z,1832-02-11T00:00:00Z,France,Baccarat,Épinal,
Simon Vouet,1590-01-09T00:00:00Z,1649-06-30T00:00:00Z,France,Paris,Paris,peinture baroque
Juan de Juanes,1510-01-01T00:00:00Z,1579-12-21T00:00:00Z,Espagne,Valence,Bocairent,
Pierre de Montreuil,1200-01-01T00:00:00Z,1267-03-24T00:00:00Z,France,Montreuil,Paris,
Alphonse Colas,1818-09-25T00:00:00Z,1887-07-11T00:00:00Z,France,Lille,Lille,
Jean Auguste Dominique Ingres,1780-08-29T00:00:00Z,1867-01-14T00:00:00Z,France,Montauban,Paris,néo-classicisme
Jacques Nam,1881-09-11T00:00:00Z,1974-02-22T00:00:00Z,France,16e arrondissement de Paris,Paris,
Léon Germain Pelouse,1838-10-01T00:00:00Z,1891-07-31T00:00:00Z,France,Pierrelaye,Paris,École de Barbizon
Jean Joseph Foucou,1739-06-07T00:00:00Z,1821-02-16T00:00:00Z,France,Riez,Paris,
Léon Perrault,1832-06-16T00:00:00Z,1908-08-06T00:00:00Z,France,Poitiers,Royan,art académique
Émile Schuffenecker,1851-12-08T00:00:00Z,1934-07-31T00:00:00Z,France,Fresne-Saint-Mamès,Paris,École de Pont-Aven
Jules Girardet,1856-04-10T00:00:00Z,1938-01-25T00:00:00Z,France,Paris,Paris,
Félix Ziem,1821-02-26T00:00:00Z,1911-11-10T00:00:00Z,France,Beaune,Paris,École de Barbizon
Johan Pauwelszoon Moreelse,1603-01-01T00:00:00Z,1634-01-01T00:00:00Z,Pays-Bas,Utrecht,Utrecht,baroque
Simon Guillain,1589-06-15T00:00:00Z,1658-12-26T00:00:00Z,France,Paris,Paris,
Jules Bastien-Lepage,1848-11-01T00:00:00Z,1884-12-10T00:00:00Z,France,Damvillers,17e arrondissement de Paris,Naturalisme
Édouard Debat-Ponsan,1847-04-25T00:00:00Z,1913-01-29T00:00:00Z,France,Toulouse,Paris,art académique
Adolf Schreye,1828-07-09T00:00:00Z,1899-07-29T00:00:00Z,Allemagne,Francfort-sur-le-Main,Kronberg im Taunus,orientalisme
Charles Mozin,1806-03-12T00:00:00Z,1862-11-07T00:00:00Z,France,Paris,Trouville-sur-Mer,
Roderic O'Conor,,,Irlande,,,École de Pont-Aven
Agostino Carracci,1557-08-26T00:00:00Z,1602-03-22T00:00:00Z,États pontificaux,Bologne,Parme,
Léon Carré,1878-06-23T00:00:00Z,1942-12-02T00:00:00Z,France,Granville,Alger,orientalisme
Berthe Noufflard,1886-07-05T00:00:00Z,1971-10-11T00:00:00Z,France,9e arrondissement de Paris,Paris,
Marcus Antonius Gordianus,0225-01-20T00:00:00Z,0244-02-11T00:00:00Z,Rome antique,Rome,Circesium,
Nicolas Sébastien Adam,1705-03-22T00:00:00Z,1778-03-27T00:00:00Z,France,Nancy,Paris,
Jean-Baptiste Wicar,1762-01-02T00:00:00Z,1834-02-27T00:00:00Z,France,Lille,Rome,néo-classicisme
Ferdinand Hodler,1853-03-14T00:00:00Z,1918-05-19T00:00:00Z,Suisse,Berne,Genève,Art nouveau
Claude Guy Hallé,1652-01-17T00:00:00Z,1736-11-05T00:00:00Z,France,Paris,Paris,
Jan Fyt,1611-03-15T00:00:00Z,1661-09-11T00:00:00Z,Pays-Bas méridionaux,Anvers,Anvers,peinture baroque flamande
Hendrick Goltzius,1558-02-01T00:00:00Z,1617-01-01T00:00:00Z,Provinces-Unies,Bracht,Haarlem,maniérisme
Jean-Joseph Ansiaux,1764-01-01T00:00:00Z,1840-10-20T00:00:00Z,"Pays-Bas,France",Liège,Paris,
Gustave Caillebotte,1848-08-19T00:00:00Z,1894-02-21T00:00:00Z,France,Paris,Gennevilliers,impressionnisme
Leopold von Kalckreuth,1855-05-15T00:00:00Z,1928-12-01T00:00:00Z,Allemagne,Düsseldorf,Seevetal,
Joseph Ducreux,1735-06-26T00:00:00Z,1802-07-24T00:00:00Z,France,Nancy,Paris,
Antoine Berjon,1754-05-17T00:00:00Z,1843-10-24T00:00:00Z,France,Lyon,Lyon,
Francesco Solimena,1657-10-04T00:00:00Z,1747-04-03T00:00:00Z,Italie,Serino,Naples,baroque
"Jules, Joseph, Étienne, Istres Contencin",1851-12-26T00:00:00Z,1925-01-01T00:00:00Z,France,Istres,Illifaut,
André Utter,1886-03-22T00:00:00Z,1948-02-07T00:00:00Z,France,18e arrondissement de Paris,18e arrondissement de Paris,
Alexis III Loir,1712-01-01T00:00:00Z,1785-08-18T00:00:00Z,France,Paris,Paris,
Jean-Baptiste de Champaigne,1631-12-10T00:00:00Z,1681-10-27T00:00:00Z,France,Bruxelles,Paris,
Israël Silvestre,1621-08-13T00:00:00Z,1691-10-11T00:00:00Z,France,Nancy,Paris,
Василий Васильевич Кандинский,1866-12-16T00:00:00Z,1944-12-14T00:00:00Z,"France,République socialiste fédérative soviétique de Russie,Union des républiques socialistes soviétiques,Empire russe,Reich allemand",Moscou,Neuilly-sur-Seine,expressionnisme
Thomas Eakins,1844-07-25T00:00:00Z,1916-06-25T00:00:00Z,États-Unis,Philadelphie,Philadelphie,réalisme
Malcolm Morley,1931-06-07T00:00:00Z,2018-06-01T00:00:00Z,"États-Unis,Royaume-Uni",Londres,New York,Expressionnisme abstrait
William Bouguereau,1825-11-30T00:00:00Z,1905-08-19T00:00:00Z,"Deuxième République,royaume de France,Second Empire,Troisième République française",La Rochelle,La Rochelle,art académique
William Bouguereau,1825-11-30T00:00:00Z,1905-08-19T00:00:00Z,"Deuxième République,Second Empire,Troisième République française,royaume de France",La Rochelle,La Rochelle,art académique
William Bouguereau,1825-11-30T00:00:00Z,1905-08-19T00:00:00Z,"Troisième République française,royaume de France,Second Empire,Deuxième République",La Rochelle,La Rochelle,art académique
William Bouguereau,1825-11-30T00:00:00Z,1905-08-19T00:00:00Z,"Deuxième République,royaume de France,Troisième République française,Second Empire",La Rochelle,La Rochelle,art académique
William Bouguereau,1825-11-30T00:00:00Z,1905-08-19T00:00:00Z,"Deuxième République,Troisième République française,royaume de France,Second Empire",La Rochelle,La Rochelle,art académique
William Bouguereau,1825-11-30T00:00:00Z,1905-08-19T00:00:00Z,"Troisième République française,Deuxième République,royaume de France,Second Empire",La Rochelle,La Rochelle,art académique
David Roberts,1796-10-24T00:00:00Z,1864-11-25T00:00:00Z,Royaume-Uni de Grande-Bretagne et d'Irlande,Stockbridge,Londres,orientalisme
Charles Maurin,1856-04-01T00:00:00Z,1914-07-22T00:00:00Z,France,Le Puy-en-Velay,Grasse,
Joseph Siffred Duplessis,1725-09-22T00:00:00Z,1802-04-01T00:00:00Z,France,Carpentras,Versailles,
Hippolyte Lecomte,1781-12-28T00:00:00Z,1857-07-25T00:00:00Z,France,Puiseaux,Paris,
Constant Troyon,1810-08-28T00:00:00Z,1865-03-20T00:00:00Z,France,Sèvres,Paris,École de Barbizon
Carl Spitzweg,1808-02-05T00:00:00Z,1885-09-23T00:00:00Z,Allemagne,Munich,Munich,romantisme tardif
Edmond Marie Petitjean,1844-07-05T00:00:00Z,1925-08-07T00:00:00Z,France,Neufchâteau,Paris,
Jean-Baptiste Camille Corot,1796-07-16T00:00:00Z,1875-02-28T00:00:00Z,France,rue du Bac,rue du Faubourg-Poissonnière,réalisme
Jacques-Philippe Le Sueur,1759-03-24T00:00:00Z,1830-12-04T00:00:00Z,France,Paris,Paris,
Henry Scheffer,1798-09-25T00:00:00Z,1862-03-15T00:00:00Z,France,La Haye,Paris,romantisme
Jacob van der Ulft,1627-01-01T00:00:00Z,1689-11-18T00:00:00Z,Pays-Bas,Gorinchem,Noordwijk,baroque
Charles-Émile Callande de Champmartin,1797-03-02T00:00:00Z,1883-07-15T00:00:00Z,France,Bourges,Paris,orientalisme
Eugène Devéria,1805-04-22T00:00:00Z,1865-02-03T00:00:00Z,France,Paris,Pau,romantisme
Charles Cottet,1863-07-12T00:00:00Z,1925-09-20T00:00:00Z,France,Le Puy-en-Velay,14e arrondissement de Paris,postimpressionnisme
Jean Goujon,1510-01-01T00:00:00Z,1567-01-01T00:00:00Z,France,Rouen,Bologne,
Francisque Duret,1804-10-19T00:00:00Z,1865-05-26T00:00:00Z,France,Paris,Paris,
Daniele da Volterra,1509-01-01T00:00:00Z,1566-04-24T00:00:00Z,Italie,Volterra,Rome,
Louis Anquetin,1861-01-26T00:00:00Z,1932-08-19T00:00:00Z,France,Étrépagny,Paris,cloisonnisme
Georges Haquette,1854-05-02T00:00:00Z,1906-01-01T00:00:00Z,France,Paris,Dieppe,
François-Raoul Larche,1860-10-22T00:00:00Z,1912-06-03T00:00:00Z,France,Saint-André-de-Cubzac,Paris,
William Merritt Chase,1849-11-01T00:00:00Z,1916-10-25T00:00:00Z,États-Unis,Nineveh,New York,impressionnisme
Charles Landelle,1821-06-02T00:00:00Z,1908-12-13T00:00:00Z,France,Laval,Chennevières-sur-Marne,
Alexandre Defaux,1826-09-27T00:00:00Z,1900-01-01T00:00:00Z,France,Bercy,Bercy,École de Pont-Aven
Fernand Léger,1881-02-04T00:00:00Z,1955-08-17T00:00:00Z,France,Argentan,Gif-sur-Yvette,cubisme
François Vincent Latil,1796-02-02T00:00:00Z,1890-03-04T00:00:00Z,France,Aix-en-Provence,Ariège,
Eugène Lami,1800-01-12T00:00:00Z,1890-12-19T00:00:00Z,France,Paris,Paris,
Charles Errard,1606-01-01T00:00:00Z,1689-05-25T00:00:00Z,France,Nantes,Rome,
Henri Pinta,1856-06-15T00:00:00Z,1944-10-18T00:00:00Z,France,Marseille,Paris,
André Suréda,1872-06-05T00:00:00Z,1930-01-07T00:00:00Z,France,Versailles,Versailles,
Jean Bertholle,1909-06-26T00:00:00Z,1996-12-06T00:00:00Z,France,Dijon,Paris,
Ferdinand Georg Waldmüller,1793-01-15T00:00:00Z,1865-08-23T00:00:00Z,Autriche,Vienne,Hinterbrühl,
Oswald Achenbach,1827-02-02T00:00:00Z,1905-02-01T00:00:00Z,Allemagne,Düsseldorf,Düsseldorf,École de peinture de Düsseldorf
Jean Puy,1876-11-08T00:00:00Z,1960-03-06T00:00:00Z,France,Roanne,Roanne,
Felice Brusasorzi,1542-01-01T00:00:00Z,1605-02-01T00:00:00Z,république de Venise,Vérone,Vérone,École véronaise
Eugène Gonon,1814-10-17T00:00:00Z,1892-09-11T00:00:00Z,France,Paris,Paris,
Ambroise Dubois,1542-01-01T00:00:00Z,1614-01-29T00:00:00Z,"France,Pays-Bas méridionaux",Anvers,Fontainebleau,
Nicolas Baudesson,1611-12-06T00:00:00Z,1680-09-04T00:00:00Z,France,Troyes,Paris,
François-Auguste Biard,1799-06-29T00:00:00Z,1882-06-20T00:00:00Z,France,Lyon,Fontainebleau,
Jean-Baptiste Martin,1659-01-01T00:00:00Z,1735-10-08T00:00:00Z,France,Paris,Paris,
Georges Bottini,1874-02-01T00:00:00Z,1907-12-16T00:00:00Z,France,9e arrondissement de Paris,Villejuif,
Pasquale Ottino,1578-01-01T00:00:00Z,1630-01-01T00:00:00Z,république de Venise,Vérone,Vérone,
Adolphe d'Hastrel,1805-10-04T00:00:00Z,1875-01-01T00:00:00Z,France,Neuwiller-lès-Saverne,Nantes,
Diodore Rahoult,1819-12-02T00:00:00Z,1874-03-23T00:00:00Z,France,Grenoble,Grenoble,
Gustav Klimt,1862-07-14T00:00:00Z,1918-02-06T00:00:00Z,"Autriche,Empire d'Autriche",Baumgarten,Vienne,Art nouveau
Prosper Lafaye,1806-09-23T00:00:00Z,1883-03-03T00:00:00Z,France,Mont-Saint-Sulpice,Paris,
George Frederic Watts,1817-02-23T00:00:00Z,1904-07-01T00:00:00Z,"Royaume-Uni,Royaume-Uni de Grande-Bretagne et d'Irlande",Londres,Compton,art académique
Дмитрий Левицкий,1735-01-01T00:00:00Z,1822-04-16T00:00:00Z,"Empire russe,Hetmanat cosaque",Kiev,Saint-Pétersbourg,
Paul Guigou,1834-02-15T00:00:00Z,1871-12-21T00:00:00Z,France,Villars,10e arrondissement de Paris,
Jan Massijs,1509-01-01T00:00:00Z,1575-10-18T00:00:00Z,"Pays-Bas,Pays-Bas méridionaux",Anvers,Anvers,Primitif flamand
Henri Lemaire,1798-01-09T00:00:00Z,1880-08-02T00:00:00Z,France,Valenciennes,Paris,
Nicolas Régnier,1588-01-01T00:00:00Z,1667-11-20T00:00:00Z,comté de Flandre,Maubeuge,Venise,peinture baroque
Lucien Pissarro,1863-02-20T00:00:00Z,1944-07-10T00:00:00Z,"France,Royaume-Uni,Royaume-Uni de Grande-Bretagne et d'Irlande",Paris,Londres,impressionnisme
Guillaume Dupré,1576-01-01T00:00:00Z,1643-01-01T00:00:00Z,France,Sissonne,Paris,
Richard Dadd,1817-08-01T00:00:00Z,1886-01-07T00:00:00Z,Royaume-Uni de Grande-Bretagne et d'Irlande,Chatham,hôpital Broadmoor,peinture féerique
Wolf Huber,1485-01-01T00:00:00Z,1553-06-13T00:00:00Z,"Autriche,Allemagne",Feldkirch,Passau,
Ludwig Knaus,1829-10-05T00:00:00Z,1910-12-07T00:00:00Z,royaume de Prusse,Wiesbaden,Berlin,
Stanislas Lépine,1835-10-23T00:00:00Z,1892-09-29T00:00:00Z,France,Caen,18e arrondissement de Paris,
Auguste Charles La Berge,1807-05-17T00:00:00Z,1842-01-27T00:00:00Z,France,Paris,Paris,
Henry Fuseli,1741-02-07T00:00:00Z,1825-04-16T00:00:00Z,"Suisse,Royaume-Uni",Zurich,Putney,néo-classicisme
Ford Madox Brown,1821-04-16T00:00:00Z,1893-10-11T00:00:00Z,"Royaume-Uni,Royaume-Uni de Grande-Bretagne et d'Irlande",Calais,Londres,préraphaélisme
Henri Pille,1844-01-04T00:00:00Z,1897-03-04T00:00:00Z,France,Essômes-sur-Marne,Paris,
Asger Oluf Jørgensen,1914-03-03T00:00:00Z,1973-05-01T00:00:00Z,Danemark,Vejrum,Aarhus,CoBrA
Louise Moillon,1610-01-01T00:00:00Z,1696-12-20T00:00:00Z,France,Paris,Paris,baroque
Honoré-Louis Umbricht,1860-01-17T00:00:00Z,1943-01-01T00:00:00Z,France,Obernai,Saint-Arnoult-en-Yvelines,
Maximilien Luce,1858-03-13T00:00:00Z,1941-02-06T00:00:00Z,France,Paris,Paris,pointillisme
Jules-Eugène Lenepveu,1819-12-12T00:00:00Z,1898-10-16T00:00:00Z,France,Angers,Paris,
Marie-Nicolas Ponce-Camus,,,France,,,
Albert Oehlen,,,Allemagne,,,art contemporain
Joseph-François Schwebach,1769-03-19T00:00:00Z,1823-12-10T00:00:00Z,France,Metz,Paris,
Giulio Cesare Procaccini,1574-06-09T00:00:00Z,1625-11-14T00:00:00Z,États pontificaux,Bologne,Milan,
Paul Jouve,1878-03-16T00:00:00Z,1973-05-13T00:00:00Z,France,Bourron-Marlotte,Paris,
Gotthardt Kuehl,1850-11-28T00:00:00Z,1915-01-10T00:00:00Z,Allemagne,Lübeck,Dresde,impressionnisme
Jean Joseph Vaudechamp,1790-12-20T00:00:00Z,1864-08-04T00:00:00Z,France,Rambervillers,Neuilly-sur-Seine,
Hughes Taraval,1729-02-27T00:00:00Z,1785-10-19T00:00:00Z,France,Paris,Paris,
Georg Baselitz,,,"Autriche,Allemagne",,,
André Devambez,1867-05-26T00:00:00Z,1944-03-18T00:00:00Z,France,1er arrondissement de Paris,Paris,
Jules Rispal,1871-02-12T00:00:00Z,1910-01-21T00:00:00Z,France,Bordeaux,Lège-Cap-Ferret,
Леонид Пастернак,1862-04-03T00:00:00Z,1945-05-31T00:00:00Z,"Union des républiques socialistes soviétiques,Empire russe",Odessa,Oxford,postimpressionnisme
Jean-Marc Nattier,1685-03-17T00:00:00Z,1766-11-07T00:00:00Z,France,Paris,Paris,rococo
Jean Arp,1888-09-16T00:00:00Z,1966-06-07T00:00:00Z,"France,Allemagne",Strasbourg,Bâle,Dada
Alexandre-François Desportes,1661-02-24T00:00:00Z,1743-04-20T00:00:00Z,France,Champigneulles,Paris,
Gustave Boulanger,1824-04-25T00:00:00Z,1888-09-23T00:00:00Z,France,Paris,Paris,orientalisme
Heinrich Campendonk,1889-11-03T00:00:00Z,1957-05-09T00:00:00Z,"Allemagne,Pays-Bas",Krefeld,Amsterdam,expressionnisme
Camille Alfred Pabst,1828-06-18T00:00:00Z,1898-09-30T00:00:00Z,France,Heiteren,17e arrondissement de Paris,
Jean-Baptiste Isabey,1767-04-11T00:00:00Z,1855-04-18T00:00:00Z,France,Nancy,Paris,
Théodore Gudin,1802-08-15T00:00:00Z,1880-04-11T00:00:00Z,France,Paris,Boulogne-Billancourt,
Daniel Dumonstier,1574-05-24T00:00:00Z,1646-06-22T00:00:00Z,France,Paris,Paris,
Charles Meynier,1768-11-25T00:00:00Z,1832-09-06T00:00:00Z,France,Paris,Paris,
Jacqueline Marval,1866-10-19T00:00:00Z,1932-05-28T00:00:00Z,France,Quaix-en-Chartreuse,Paris,
Henry Tenré,1864-01-01T00:00:00Z,1926-01-01T00:00:00Z,France,Paris,Paris,
Henri-Pierre Picou,1824-02-27T00:00:00Z,1895-07-16T00:00:00Z,France,Nantes,Nantes,néogrec
Dominique Molknecht,1793-11-19T00:00:00Z,1876-05-07T00:00:00Z,France,Überwasser,7e arrondissement de Paris,
Dominique Papety,1815-08-12T00:00:00Z,1849-09-19T00:00:00Z,France,Marseille,Marseille,
Nicolas-Jean-Baptiste Raguenet,1715-01-01T00:00:00Z,1793-04-17T00:00:00Z,France,Paris,Gentilly,
Jacob Duck,1600-01-01T00:00:00Z,1667-01-28T00:00:00Z,Pays-Bas,Utrecht,Utrecht,
Jean Raoux,1677-06-12T00:00:00Z,1734-02-10T00:00:00Z,royaume de France,Montpellier,Paris,
Édouard Louis Dubufe,1820-03-30T00:00:00Z,1883-08-11T00:00:00Z,France,Paris,Versailles,
Jan Brueghel de Oude,1568-01-01T00:00:00Z,1625-01-13T00:00:00Z,Pays-Bas méridionaux,Bruxelles,Anvers,peinture baroque flamande
Jean-Jacques Le Barbier,1738-11-29T00:00:00Z,1826-05-07T00:00:00Z,France,Rouen,Paris,orientalisme
Sophie Taeuber-Arp,1889-01-19T00:00:00Z,1943-01-13T00:00:00Z,Suisse,Davos,Zurich,Dada
Jean Metzinger,1883-06-24T00:00:00Z,1956-11-03T00:00:00Z,France,Nantes,Paris,cubisme de salon
Lovis Corinth,1858-07-21T00:00:00Z,1925-07-17T00:00:00Z,royaume de Prusse,Gvardeïsk,Zandvoort,impressionnisme
Jean Alaux,1786-01-15T00:00:00Z,1864-03-02T00:00:00Z,France,Bordeaux,Paris,
Jacques Sarrazin,1592-01-01T00:00:00Z,1660-12-03T00:00:00Z,France,Noyon,Paris,baroque
Auguste Rodin,1840-11-13T00:00:00Z,1917-11-17T00:00:00Z,France,Paris,Meudon,art moderne
Antoine Coypel,1661-04-11T00:00:00Z,1722-01-07T00:00:00Z,France,Paris,Paris,
Prosper Marilhat,1811-03-26T00:00:00Z,1847-09-13T00:00:00Z,France,Vertaizon,Paris,Naturalisme
Charles Spindler,1865-03-11T00:00:00Z,1938-03-03T00:00:00Z,France,Bœrsch,Bœrsch,
Domenichino,1581-10-31T00:00:00Z,1641-04-16T00:00:00Z,États pontificaux,Bologne,Naples,
Gustave Doré,1833-01-06T00:00:00Z,1883-01-23T00:00:00Z,France,Strasbourg,Paris,
Louis-Michel van Loo,1707-03-02T00:00:00Z,1771-03-20T00:00:00Z,France,Toulon,Paris,classicisme
Antoine-François Callet,1741-01-01T00:00:00Z,1823-01-01T00:00:00Z,France,Paris,Paris,
Joseph Wright,1734-09-03T00:00:00Z,1797-08-29T00:00:00Z,royaume de Grande-Bretagne,Derby,Derby,
John Hamilton Mortimer,1740-09-17T00:00:00Z,1779-02-04T00:00:00Z,Angleterre,Eastbourne,Londres,
Florentin Damoiselet,,,France,,,
Théodore Géricault,1791-09-26T00:00:00Z,1824-01-26T00:00:00Z,France,Rouen,Paris,romantisme
Nikolai Vladimirovich Stael von Holstein,1914-01-05T00:00:00Z,1955-03-16T00:00:00Z,"France,Empire russe",Saint-Pétersbourg,Antibes,art abstrait
Publius Aelius Hadrianus,0076-01-22T00:00:00Z,0138-07-09T00:00:00Z,Rome antique,Ciudad romana de Itálica,Baïes,
Jean-Pierre Houël,1735-06-28T00:00:00Z,1813-11-14T00:00:00Z,France,Rouen,Paris,
Henri Pontoy,,,France,,,
Philippe Joseph Henri Lemaire,1798-01-09T00:00:00Z,1880-08-02T00:00:00Z,France,Valenciennes,Paris,
Gaston de La Touche,1854-10-29T00:00:00Z,1913-07-12T00:00:00Z,France,Saint-Cloud,7e arrondissement de Paris,Naturalisme
François Grenier de Saint-Martin,1793-07-22T00:00:00Z,1867-12-19T00:00:00Z,France,Paris,Paris,
Jörg Immendorff,1945-06-14T00:00:00Z,2007-05-28T00:00:00Z,Allemagne,Bleckede,Düsseldorf,néo-expressionnisme
Hippolyte Maindron,1801-12-16T00:00:00Z,1884-03-21T00:00:00Z,France,Champtoceaux,6e arrondissement de Paris,
Jean Lurçat,1892-07-01T00:00:00Z,1966-01-06T00:00:00Z,France,Bruyères,Saint-Paul-de-Vence,
Jean-François-Léonor Mérimée,,,France,,,
Georges Rocher,1927-11-11T00:00:00Z,1984-03-05T00:00:00Z,France,Casablanca,Quimperlé,
Marie Laurencin,1883-10-31T00:00:00Z,1956-06-08T00:00:00Z,France,10e arrondissement de Paris,Paris,cubisme
Jean-François-Théodore Gechter,1796-01-01T00:00:00Z,1844-01-01T00:00:00Z,France,Paris,Paris,
Jean Cousin le Jeune,1522-01-01T00:00:00Z,1595-01-01T00:00:00Z,France,Sens,Paris,
Fra-Bartolommeo,1472-04-06T00:00:00Z,1517-10-31T00:00:00Z,République florentine,Prato,Florence,Renaissance
Georges Michel,1763-01-12T00:00:00Z,1843-06-07T00:00:00Z,France,Paris,Paris,
Jacopo da Pontormo,1494-06-02T00:00:00Z,1557-01-12T00:00:00Z,Italie,Empoli,Florence,maniérisme
René Princeteau,1843-07-18T00:00:00Z,1914-01-31T00:00:00Z,France,Libourne,Fronsac,
Théodore Caruelle d'Aligny,1798-01-24T00:00:00Z,1871-02-24T00:00:00Z,France,Saint-Aubin-des-Chaumes,Lyon,
Thomas Gainsborough,1727-05-14T00:00:00Z,1788-08-02T00:00:00Z,Royaume-Uni,Sudbury,Londres,
Charles Nicolas Lafond,1774-01-01T00:00:00Z,1835-01-16T00:00:00Z,France,Paris,Paris,
