Référence,Auteurs,anneecreation,titre,Date_acquisition,Entrée_base,Ecole_pays,Identifiant_Museofile,Nom_officiel_musée,genre,Sujet_représenté,Statut_juridique,Mode_acquisition_simplifié,Mode_acquisition,Ville,Région,latitude,Longitude,largeur,hauteur,techniques,support,genre_simplifie,image,image_Bool,datenaissance,anneenaissance,datemort,anneemort,nationalité,lieunaissance,lieumort,mouvement
50520003143,MAITRE DE LA LEGENDE DE SAINTE MADELEINE,1510,Sainte Marie-Madeleine,1886,2017,France,M5052,musée Condé,portrait,"portrait (Bourgogne Marie de, femme, en buste, de trois-quarts, bijou, coiffe, vase, sainte Madeleine)",propriété privée,don,donation,Chantilly,Hauts-de-France,49.19316,2.468738,22,26,peinture à l'huile,bois,Portrait,http://commons.wikimedia.org/wiki/Special:FilePath/Ma%C3%AEtre%20de%20la%20L%C3%A9gende%20de%20Sainte%20Marie-Madeleine%2C%20Sainte%20Marie-Madeleine%20%2815%E2%80%9316%C3%A8me%20si%C3%A8cle%29%20-%2002.png,True,,,,,Non renseigné,Non renseigné,Non renseigné,Non renseigné
50520010089,COYPEL Charles Antoine d'après,1800,"Portrait de Marie-Victoire-Sophie de Noailles, comtesse de Toulouse",,,France,M5052,musée Condé,portrait,"portrait (Noailles Marie Victoire Sophie de, Toulouse comtesse de, femme, fleur)",propriété de la commune,don,don,Chantilly,Hauts-de-France,49.19316,2.468738,60,76,peinture à l'huile,bois,Portrait,http://commons.wikimedia.org/wiki/Special:FilePath/After%20Coypel%20-%20Marie%20Victoire%20de%20Noailles%2C%20comtesse%20de%20Toulouse%20-%20Mus%C3%A9e%20Cond%C3%A9%20%282013.1.1%29.png,True,,,,,Non renseigné,Non renseigné,Non renseigné,Non renseigné
B3321146344,ROBERT Hubert,1750,La Marne à Charenton,1819,2010,France,,Non renseigné,paysage,"paysage (Charenton-le-Pont, Marne, femme, lessive, panier, barque)",propriété de la commune,don,legs,Besançon,Bourgogne-Franche-Comté,47.242188,6.02007,,,sanguine,papier,Paysage,,False,1733-05-22,1733,1808-04-15,1808,France,Paris,Paris,préromantisme
B3321146929,ROBERT Hubert,1750,Vue d'un moulin à Charenton,1819,2010,France,,Non renseigné,paysage,"paysage (Charenton-le-Pont, moulin, Seine, barque, arbre)",propriété de la commune,don,legs,Besançon,Bourgogne-Franche-Comté,47.242188,6.02007,,,sanguine,papier,Paysage,,False,1733-05-22,1733,1808-04-15,1808,France,Paris,Paris,préromantisme
M0003020243,MARCHAL Charles François,1864,La foire aux servantes,1948,,,M0003,musée du Pays de Hanau - histoire et vies d’un territoire,peinture de personnage,"scène (bourgeois, femme, enfant, costume traditionnel, rue, fontaine, lion, écu, oie, canard, maison)",propriété de la commune,mode d'acquisition inconnu,mode d'acquisition inconnu,Bouxwiller,Grand Est,48.822903,7.47239,174,109,peinture à l'huile,bois,Portrait,http://commons.wikimedia.org/wiki/Special:FilePath/Charles-Fran%C3%A7ois%20Marchal%2C%20La%20foire%20aux%20servantes.jpg,True,,,,,Non renseigné,Non renseigné,Non renseigné,Non renseigné
M0072003153,MANFREDI Bartolomeo,1612,Le Christ chassant les marchands du temple,,2013,,M0072,musée des Beaux-Arts et d'Archéologie,Non renseigné,"scène biblique (Christ, Expulsion des marchands du Temple)",propriété de l'État,mode d'acquisition inconnu,mode d'acquisition inconnu,Libourne,Nouvelle-Aquitaine,44.921426,-0.22899,244,162,peinture à l'huile,bois,Non renseigné,,False,,,,,Non renseigné,Non renseigné,Non renseigné,Non renseigné
M0072003201,BERGERET Pierre Nolasque,,L'enfance de Michel de Montaigne,,2013,,M0072,musée des Beaux-Arts et d'Archéologie,Non renseigné,Non renseigné,propriété de la commune,mode d'acquisition inconnu,mode d'acquisition inconnu,Libourne,Nouvelle-Aquitaine,44.921426,-0.22899,38,46,peinture à l'huile,bois,Non renseigné,http://commons.wikimedia.org/wiki/Special:FilePath/L%27enfance%20de%20Montaigne.jpg,True,1782-01-30,1782,1863-02-22,1863,France,Bordeaux,Paris,Non renseigné
M0121002442,ROMBOUTS Théodore,1650,L'Arracheur de dents,1861,,Flandres,M0121,musée d'Art Roger-Quilliot,scène de genre,"scène (homme, dentiste, dent, chirurgie : instrument, pot, diplôme)",propriété de la commune,don,don,Clermont-Ferrand,Auvergne-Rhône-Alpes,45.786656,3.106465,224,121,Non renseigné,Non renseigné,Scène de genre,,False,,,,,Non renseigné,Non renseigné,Non renseigné,Non renseigné
M0121002536,DEVERIA Eugène,1860,Réception de Christophe Colomb,1862,2017,France,M0121,musée d'Art Roger-Quilliot,Non renseigné,"scène historique (navigateur : Colomb Christophe, roi : Ferdinand V d'Espagne, reine : Isabelle la Catholique, noblesse, Indien, garde, chien, draperie, tenture, architecture, trône, fruit)",propriété de l'État,achat,achat,Clermont-Ferrand,Auvergne-Rhône-Alpes,45.786656,3.106465,375,492,peinture à l'huile,bois,Non renseigné,http://commons.wikimedia.org/wiki/Special:FilePath/Eug%C3%A8ne%20Dev%C3%A9ria%20-%20Christophe%20Colomb%20%C3%A0%20la%20cour.jpg,True,1805-04-22,1805,1865-02-03,1865,France,Paris,Pau,romantisme
M0121002571,CHASSERIAU Théodore,1855,La Défense des Gaules,,2017,France,M0121,musée d'Art Roger-Quilliot,Non renseigné,"scène historique (guerrier, Gaulois, homme, femme, soldat, cheval, arme, cadavre, muraille)",propriété de l'État,achat,achat,Clermont-Ferrand,Auvergne-Rhône-Alpes,45.786656,3.106465,400,533,Non renseigné,Non renseigné,Non renseigné,,False,,,,,France,Non renseigné,Non renseigné,romantisme
M0271000184,DE VOS Martin,,La mort d'Adonis,1861,2012,Flandres,M0271,Château musées,peinture mythologique,"scène mythologique (Vénus, sein, nu, Cupidon, tristesse, Adonis, nu, agonie, lance, harnais, cygne, char, chien, putti, mise à mort, sanglier);fond de paysage",propriété de la commune,don,don,Blois,Centre-Val de Loire,47.592676,1.32595,120,86,peinture à l'huile,bois,Peinture mythologique,http://commons.wikimedia.org/wiki/Special:FilePath/Maerten%20de%20Vos%20-%20The%20death%20of%20Adonis.jpg,True,,,,,Non renseigné,Non renseigné,Non renseigné,Non renseigné
M0271000272,MARTIN Charles,1603,La reine Marie de Médicis et le dauphin Louis,1861,2012,France,M0271,Château musées,portrait,"portrait (Marie de Médicis, femme, en pied, enfant : Louis XIII, costume d'apparat)",propriété de la commune,don,don,Blois,Centre-Val de Loire,47.592676,1.32595,,,peinture à l'huile,bois,Portrait,http://commons.wikimedia.org/wiki/Special:FilePath/Maria%20de%27%20Medici%20and%20her%20son%20Louis%20XIII%20by%20Charles%20Martin.jpg,True,,,,,Non renseigné,Non renseigné,Non renseigné,Non renseigné
M0332000805,WYRSCH Johann Melchior,1782,Jeune Garçon faisant des bulles de savon,,2013,,M0332,musée des Beaux-Arts et d'Archéologie,portrait,"portrait (garçon : de trois-quarts, tête : penché, chapeau, veste, foulard : noeud, coupe, jeu de bulles : savon)",propriété de la commune,don,legs,Besançon,Bourgogne-Franche-Comté,47.242188,6.02007,,,peinture à l'huile,bois,Portrait,http://commons.wikimedia.org/wiki/Special:FilePath/Soap%20Bubbles%20by%20Wyrsch.jpg,True,,,,,Non renseigné,Non renseigné,Non renseigné,Non renseigné
M0332000815,WYRSCH Johann Melchior,1779,Autoportrait,1857,2013,,M0332,musée des Beaux-Arts et d'Archéologie,autoportrait,"autoportrait (Wyrsch Johann Melchior, peintre, en buste, toque)",propriété de la commune,don,don,Besançon,Bourgogne-Franche-Comté,47.242188,6.02007,,,peinture à l'huile,papier carton,Portrait,http://commons.wikimedia.org/wiki/Special:FilePath/Autoportrait%20de%20Johann%20Melchior%20Wyrsch.jpg,True,,,,,Non renseigné,Non renseigné,Non renseigné,Non renseigné
M0332000816,WYRSCH Johann Melchior Jose,1780,Portrait de Nicolas Nicole,1840,2011,France,M0332,musée des Beaux-Arts et d'Archéologie,portrait,"portrait (Nicole Nicolas, homme : architecte, en buste, de face, robe de chambre, fourrure : col, cravate)",propriété de la commune,achat,achat,Besançon,Bourgogne-Franche-Comté,47.242188,6.02007,,,peinture à l'huile,bois,Portrait,http://commons.wikimedia.org/wiki/Special:FilePath/Nicolas%20Nicole%20-%20Johann%20Melchior%20Wyrsch.jpg,True,,,,,Non renseigné,Non renseigné,Non renseigné,Non renseigné
M0332000825,DAVID Jacques Louis,1791,Portrait de Pierre-Louis Prieur de la Marne,1894,2011,France,M0332,musée des Beaux-Arts et d'Archéologie,portrait de profil,"portrait (Prieur de la Marne, Prieur Pierre Louis, homme, parlementaire, en buste, de profil)",propriété de la commune,don,legs,Besançon,Bourgogne-Franche-Comté,47.242188,6.02007,,,peinture à l'huile,bois,Portrait,http://commons.wikimedia.org/wiki/Special:FilePath/Prieur%20de%20la%20Marne.png,True,1748-08-30,1748,1825-12-29,1825,France,Paris,Bruxelles,néo-classicisme
M0332000829,SUVEE Joseph Benoît,1796,"Cornélie, mère des gracques",1819,2011,France,M0332,musée des Beaux-Arts et d'Archéologie,scène de genre,"scène historique (Gracques, Cornélie : femme : assis, parure, homme, enfant : debout, table, siège, maison : intérieur : à l'antique, statue, bouclier, colonne, antiquité romaine);scène (femme, filage, travaux d'aiguille)",propriété de la commune,don,legs,Besançon,Bourgogne-Franche-Comté,47.242188,6.02007,196,131,peinture à l'huile,bois,Scène de genre,http://commons.wikimedia.org/wiki/Special:FilePath/Suv%C3%A9e%20-%20Corn%C3%A9lie%2C%20m%C3%A8re%20des%20Gracques.jpg,True,1743-01-03,1743,1807-02-09,1807,"France, Pays-Bas",Bruges,Rome,néo-classicisme
M0332000830,BOUCHER François,1742,L'Audience de l'empereur de Chine,1819,2011,France,M0332,musée des Beaux-Arts et d'Archéologie,scène de genre,"scène (empereur : Chinois, audience, homme, femme, homme : prosterné, serviteur, baldaquin, dais, brûle-parfum, ombrelle, chapeau, hallebarde, corbeille : fleur, éventail, idiophone, vase, récipient, statuette, tapis, à l'orientale)",propriété de la commune,don,legs,Besançon,Bourgogne-Franche-Comté,47.242188,6.02007,,,peinture à l'huile,bois,Scène de genre,http://commons.wikimedia.org/wiki/Special:FilePath/Chine%20style4.JPG,True,1703-09-29,1703,1770-05-30,1770,France,Paris,Paris,rococo
M0332000834,BOUCHER François,1742,La Pêche chinoise,1819,2011,France,M0332,musée des Beaux-Arts et d'Archéologie,scène de genre,"scène (Chinois, homme, femme, enfant, fleuve, barque, kiosque, pêcheur, filet, nasse, panier : osier, ombrelle, pagode, cabane);fond de paysage (à l'orientale, colline, temple, pin)",propriété de la commune,don,legs,Besançon,Bourgogne-Franche-Comté,47.242188,6.02007,,,peinture à l'huile,bois,Scène de genre,http://commons.wikimedia.org/wiki/Special:FilePath/Boucher-chinoiserie-Besan%C3%A7on.jpg,True,1703-09-29,1703,1770-05-30,1770,France,Paris,Paris,rococo
M0332000837,BOUCHER François,1742,La Danse chinoise,1819,2011,France,M0332,musée des Beaux-Arts et d'Archéologie,scène de genre,"scène (Chinois, spectacle : danse, danseur, musicien, homme, femme, enfant, palais, ombrelle, chapeau, vase, instrument de musique : mandoline, flûte, cloche, trompette)",propriété de la commune,don,legs,Besançon,Bourgogne-Franche-Comté,47.242188,6.02007,65,42,peinture à l'huile,bois,Scène de genre,http://commons.wikimedia.org/wiki/Special:FilePath/La%20Danse%20chinoise%20by%20Fran%C3%A7ois%20Boucher.jpg,True,1703-09-29,1703,1770-05-30,1770,France,Paris,Paris,rococo
M0332000841,VINCENT François André,1774,Portrait de Pierre-Jacques-Onésyme Bergeret,1819,2011,France,M0332,musée des Beaux-Arts et d'Archéologie,portrait,"portrait (Bergeret de Grancourt Pierre Jacques Onésyme, homme, en pied, de face, collectionneur, tenue d'intérieur, chemise, mule, coiffe, décoration : ordre de Saint-Louis, intérieur : meuble, fauteuil, journal, livre, statue : antiquité égyptienne, dessin)",propriété de la commune,don,legs,Besançon,Bourgogne-Franche-Comté,47.242188,6.02007,47,61,peinture à l'huile,bois,Portrait,http://commons.wikimedia.org/wiki/Special:FilePath/Fran%C3%A7ois-Andr%C3%A9%20Vincent%20-%20Portrait%20de%20Monsieur%20Bergeret%20de%20Grancourt.jpg,True,1746-12-30,1746,1816-08-04,1816,France,Paris,Paris,néo-classicisme
M0332000843,FRAGONARD Jean-Honoré,1765,Le Triomphe de Vénus,1819,2011,France,M0332,musée des Beaux-Arts et d'Archéologie,nu,"scène mythologique (dans les airs, Vénus : debout : nu, triomphe, nuée, couronne, renommée, colombe, attroupement, putti, en vol, char, vu d'en bas);fond de paysage (ciel, nuage)",propriété de la commune,don,legs,Besançon,Bourgogne-Franche-Comté,47.242188,6.02007,,,peinture à l'huile,bois,Nu,http://commons.wikimedia.org/wiki/Special:FilePath/FRAGONARD-Triomphe-de-V%C3%A9nus-w.png,True,1732-04-05,1732,1806-08-22,1806,France,Grasse,Paris,rococo
M0332000844,ROBERT Hubert,1761,Le Grand Jet d'eau de la villa Conti à Frascati,1819,2011,France,M0332,musée des Beaux-Arts et d'Archéologie,paysage,"paysage (Frascati, jardin, arbre : feuillu, personnage, fontaine, jet d'eau)",propriété de la commune,don,legs,Besançon,Bourgogne-Franche-Comté,47.242188,6.02007,47,62,peinture à l'huile,bois,Paysage,,False,1733-05-22,1733,1808-04-15,1808,France,Paris,Paris,préromantisme
M0332000845,ROBERT Hubert,1761,Ruines du palais des empereurs à Rome,1819,2011,France,M0332,musée des Beaux-Arts et d'Archéologie,paysage,"paysage (ruines, Rome, échelle, corde, personnage, cheval, foin);fond de paysage (rocher, cyprès, ciel, effet de lumière, effet de perspective)",propriété de la commune,don,legs,Besançon,Bourgogne-Franche-Comté,47.242188,6.02007,,,peinture à l'huile,bois,Paysage,,False,1733-05-22,1733,1808-04-15,1808,France,Paris,Paris,préromantisme
M0332000905,GERICAULT Théodore,1819,Portrait présumé de Mustapha,1894,2011,France,M0332,musée des Beaux-Arts et d'Archéologie,portrait,"portrait (homme : Turc, en buste, de trois-quarts, turban, moustache, chemise, gilet, manteau)",propriété de la commune,don,don,Besançon,Bourgogne-Franche-Comté,47.242188,6.02007,48,59,peinture à l'huile,bois,Portrait,http://commons.wikimedia.org/wiki/Special:FilePath/T%C3%AAte%20doriental%20%28T.%20G%C3%A9ricault%29%20%284609425281%29.jpg,True,1791-09-26,1791,1824-01-26,1824,France,Rouen,Paris,romantisme
M0332000906,INGRES Jean Auguste Dominique,1810,Portrait de Jean-Baptiste Desdéban,1894,2011,France,M0332,musée des Beaux-Arts et d'Archéologie,portrait,"portrait (Desdeban Jean-Baptiste, homme : architecte : en buste : de profil, chemise, manteau)",propriété de la commune,don,legs,Besançon,Bourgogne-Franche-Comté,47.242188,6.02007,,,peinture à l'huile,bois,Portrait,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Baptiste%20Desd%C3%A9ban%20par%20Ingres.jpg,True,1780-08-29,1780,1867-01-14,1867,France,Montauban,Paris,néo-classicisme
M0332000907,DELAROCHE Paul,1845,Jeune Fille dans une vasque,1894,2011,France,M0332,musée des Beaux-Arts et d'Archéologie,portrait,"portrait (jeune fille : nu : allongé, collier, draperie, décor de jardin, sol : arabesque, lyre);fond de paysage (Rome, pin, colline, mer, étoile)",propriété de la commune,don,legs,Besançon,Bourgogne-Franche-Comté,47.242188,6.02007,,,peinture à l'huile,bois,Portrait,http://commons.wikimedia.org/wiki/Special:FilePath/Jeune%20fille%20dans%20une%20vasque%20Delaroche.jpg,True,1797-07-17,1797,1856-11-04,1856,France,Paris,Paris,Non renseigné
M0332000927,MUENIER Jules Alexis,1890,La Leçon de catéchisme,,2011,France,M0332,musée des Beaux-Arts et d'Archéologie,scène de genre,"scène (prêtre : assis, soutane, chaise, enfant : assis, banc, enfant : debout, sabot, jardin, rose trémière, enseignement : religion chrétienne)",propriété de l'État,mode d'acquisition inconnu,mode d'acquisition inconnu,Besançon,Bourgogne-Franche-Comté,47.242188,6.02007,90,70,peinture à l'huile,bois,Scène de genre,http://commons.wikimedia.org/wiki/Special:FilePath/Jules-Alexis%20Muenier%20-%20La%20Le%C3%A7on%20de%20cat%C3%A9chisme.jpg,True,1863-11-29,1863,1942-12-17,1942,France,Lyon,Coulevon,Non renseigné
M0332000961,WOLFFORT Artus atelier,1650,Saint Matthieu,1799,2012,Flandres,M0332,musée des Beaux-Arts et d'Archéologie,art sacré,"figure biblique (saint Matthieu : homme, vieillard, barbe, écriture, plume, livre, Homme de saint Matthieu)",propriété de l'État,saisie révolutionnaire,saisie révolutionnaire,Besançon,Bourgogne-Franche-Comté,47.242188,6.02007,,,peinture à l'huile,bois,Art sacré,http://commons.wikimedia.org/wiki/Special:FilePath/Saint%20Matthieu.jpg,True,,,,,Non renseigné,Non renseigné,Non renseigné,Non renseigné
M0332000969,GOYA Y LUCIENTES Francisco de,1800,Cannibales préparant leurs victimes,1894,2011,Espagne,M0332,musée des Beaux-Arts et d'Archéologie,nu,"scène (homme : sauvage : nu : accroupi, cadavre : nu : allongé, repas, viscères : homme, pendaison, écorchement, grotte, rocher)",propriété de la commune,don,legs,Besançon,Bourgogne-Franche-Comté,47.242188,6.02007,45,31,peinture à l'huile,bois,Nu,http://commons.wikimedia.org/wiki/Special:FilePath/Can%C3%ADbales%20preparando%20a%20sus%20v%C3%ADctimas.jpg,True,1746-03-30,1746,1828-04-16,1828,Espagne,Fuendetodos,Bordeaux,romantisme
M0332000970,GOYA Y LUCIENTES Francisco de,1800,Cannibales contemplant des restes humains,1894,2011,Espagne,M0332,musée des Beaux-Arts et d'Archéologie,nu,"scène (attroupement : sauvage, homme, nu, violence, cadavre : main, tête, rocher, grotte, feu)",propriété de la commune,don,legs,Besançon,Bourgogne-Franche-Comté,47.242188,6.02007,45,31,peinture à l'huile,bois,Nu,http://commons.wikimedia.org/wiki/Special:FilePath/Can%C3%ADbales%20contemplando%20restos%20humanos.jpg,True,1746-03-30,1746,1828-04-16,1828,Espagne,Fuendetodos,Bordeaux,romantisme
M0332000997,VOLLENHOVEN Herman Van,1650,Le Christ et les Pèlerins d'Emmaüs,1909,2011,Pays-Bas,M0332,musée des Beaux-Arts et d'Archéologie,nature morte,"scène biblique (Pèlerins d'Emmaüs, Christ : auréole, draperie, repas, table, nappe, verre : verrerie, vin, carafe : verrerie, pichet : métal : orfèvrerie, assiette : métal, plat : métal, poisson, couteau, pain, fruit, citron);nature morte (vaisselle, pain, poisson, fruit);fond de paysage (rideau, fenêtre)",propriété de l'État,mode d'acquisition inconnu,mode d'acquisition inconnu,Besançon,Bourgogne-Franche-Comté,47.242188,6.02007,,,peinture à l'huile,bois,Nature morte,http://commons.wikimedia.org/wiki/Special:FilePath/Le%20Christ%20et%20les%20p%C3%A8lerins%20d%E2%80%99Emma%C3%BCs%20-%20par%20Herman%20van%20Vollenhoven.jpg,True,,,,,Non renseigné,Non renseigné,Non renseigné,Non renseigné
M0332001005,BRUEGHEL Jan II,1630,Le Paradis terrestre avec la création d'Ève,1855,2012,Flandres,M0332,musée des Beaux-Arts et d'Archéologie,nu,"scène biblique (Paradis terrestre, Adam : nu, allongé, Eve : nu, naissance, Dieu le Père : mandorle);représentation animalière (Paradis terrestre, lion, tigre, cheval, âne, lièvre, paon, singe, oiseau, chien, biche, cerf, lapin, fleur);fond de paysage (feuillu, ruisseau, pré)",propriété de la commune,don,legs,Besançon,Bourgogne-Franche-Comté,47.242188,6.02007,,,peinture à l'huile,toile cuivre,Nu,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Garden%20of%20Eden%20with%20the%20Creation%20of%20Eve%20%28Jan%20Brueghel%20the%20Younger%29.jpg,True,1601-09-13,1601,1678-09-01,1678,Pays-Bas,Anvers,Anvers,baroque
M0332001012,SIRANI Elisabetta,1663,Sainte Madeleine pénitente,1863,2011,Italie,M0332,musée des Beaux-Arts et d'Archéologie,allégorie,"figure biblique (sainte Madeleine : assis, nudité, draperie, crâne, fouet, cheveux, méditation, pénitence, extase, allégorie : orgueil);intérieur (grotte : intérieur, crucifix, lampe à huile, livre : ouvert);fond de paysage (lune, clair de lune, arbre)",propriété de l'État,achat,achat,Besançon,Bourgogne-Franche-Comté,47.242188,6.02007,,,peinture à l'huile,bois,Allégorie,http://commons.wikimedia.org/wiki/Special:FilePath/Sainte%20Madeleine%20p%C3%A9nitente%20-%20par%20%C3%89lisabeth%20Sirani.jpg,True,,,,,Non renseigné,Non renseigné,Non renseigné,Non renseigné
M0332001018,BELLINI Giovanni,1515,L'Ivresse de Noé,1894,2011,Italie,M0332,musée des Beaux-Arts et d'Archéologie,nu,"scène biblique (Noé : vieillard : nu : allongé : ivresse, raisin, gobelet : vin, Cham : moquerie, Sem, Japhet, agenouillé, draperie);fond de paysage (vigne)",propriété de la commune,don,legs,Besançon,Bourgogne-Franche-Comté,47.242188,6.02007,157,103,peinture à l'huile,bois,Nu,http://commons.wikimedia.org/wiki/Special:FilePath/Drunkenness%20of%20Noah%20bellini.jpg,True,1430-01-01,1430,1516-11-29,1516,Italie,Venise,Venise,Renaissance
M0332001019,LE TITIEN dit,1515,Portrait d'homme,1894,2011,Italie,M0332,musée des Beaux-Arts et d'Archéologie,portrait,"portrait d'inconnu (homme, en buste, de trois-quarts, barbe, chemise, chapeau)",propriété de la commune,don,legs,Besançon,Bourgogne-Franche-Comté,47.242188,6.02007,,,peinture à l'huile,bois,Portrait,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20d%27homme%20%28Titien%29.JPG,True,1490-01-01,1490,1576-09-06,1576,Italie,Pieve di Cadore,Venise,École vénitienne
M0332001020,LE TINTORET dit,1550,Portrait d'un jeune gentilhomme,1894,2011,Italie,M0332,musée des Beaux-Arts et d'Archéologie,portrait,"portrait d'inconnu (homme, à mi-corps, de trois-quarts, barbe, manteau, fourrure, main, gant);fond de paysage (fenêtre, colline, arbre, feuillu, ciel, nuage)",propriété de la commune,don,legs,Besançon,Bourgogne-Franche-Comté,47.242188,6.02007,,,peinture à l'huile,bois,Portrait,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20d%27un%20Jeune%20Gentilhomme%20%28Le%20Tintoret%29.JPG,True,1519-01-01,1519,1594-05-31,1594,Italie,Venise,Venise,maniérisme
M0332001171,MONSU Desiderio dit,1622,Les Enfers,1840,2011,Italie,M0332,musée des Beaux-Arts et d'Archéologie,peinture mythologique,"scène mythologique (Enfer, Pluton, Proserpine, Cerbère, Charon, Hercule, architecture, grotte, statue : symbole : le temps : mort, cadavre : chute, crâne, démon, squelette, torture, effet de lumière)",propriété de la commune,don,don,Besançon,Bourgogne-Franche-Comté,47.242188,6.02007,,,peinture à l'huile,bois,Peinture mythologique,http://commons.wikimedia.org/wiki/Special:FilePath/Les%20enfers%20-%20par%20Fran%C3%A7ois%20de%20Nom%C3%A9%20%28dit%20Mons%C3%B9%20Desiderio%29.jpg,True,1593-01-01,1593,1644-01-01,1644,France,Metz,Naples,Non renseigné
M0332001208,GROS Antoine Jean baron,1791,Une baigneuse,1842,2011,France,M0332,musée des Beaux-Arts et d'Archéologie,nu,"figure (femme : nu : assis : portant : voile, draperie, chevelure, carquois, arc, flèche, baignade, ruisseau, eau);fond de paysage (forêt)",propriété de la commune,don,legs,Besançon,Bourgogne-Franche-Comté,47.242188,6.02007,81,99,peinture à l'huile,bois,Nu,http://commons.wikimedia.org/wiki/Special:FilePath/Gros%20-%20Une%20baigneuse.jpg,True,1771-03-16,1771,1835-06-26,1835,France,Paris,Meudon,néo-classicisme
M0332001209,ISABEY Eugène,1825,Vue du cloître de Saint-Wandrille,1894,2011,France,M0332,musée des Beaux-Arts et d'Archéologie,vue d'architecture,"vue d'architecture (Saint-Wandrille-Rançon, abbaye, cloître, arcade, ruines, destruction, planche, effet de perspective)",propriété de la commune,don,legs,Besançon,Bourgogne-Franche-Comté,47.242188,6.02007,60,42,peinture à l'huile,bois,Vue d'architecture,http://commons.wikimedia.org/wiki/Special:FilePath/Isabey%20-%20Vue%20du%20clo%C3%AEtre%20de%20Saint-Wandrille.jpg,True,1803-07-22,1803,1886-04-25,1886,France,Paris,Montévrain,romantisme
M0332001503,FRAGONARD Jean-Honoré,1760,Les Grands Cyprès de la villa d'Este,1819,2011,France,M0332,musée des Beaux-Arts et d'Archéologie,paysage,"paysage (Tivoli, jardin, cyprès, chemin, palais, effet de perspective);groupe de figures (femme, enfant, homme : en pied)",propriété de la commune,don,legs,Besançon,Bourgogne-Franche-Comté,47.242188,6.02007,,,sanguine pierre noire,Non renseigné,Paysage,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Honor%C3%A9%20Fragonard%20-%20Cypresses%20in%20the%20Garden%20Avenue%20of%20the%20Villa%20-%20WGA08054.jpg,True,1732-04-05,1732,1806-08-22,1806,France,Grasse,Paris,rococo
M0332001752,GOYEN Jan van,1634,Cavaliers revenant de la chasse,1889,2012,Pays-Bas,M0332,musée des Beaux-Arts et d'Archéologie,paysage,"scène (cavalier, paysan, forêt, arbre, feuillu, conversation)",propriété de la commune,don,legs,Besançon,Bourgogne-Franche-Comté,47.242188,6.02007,,,peinture à l'huile,Non renseigné,Paysage,,False,,,,,Non renseigné,Non renseigné,Non renseigné,Non renseigné
M0332001772,CASTEELS Pieter II,1750,marché aux poissons dans un port,1889,2012,Flandres,M0332,musée des Beaux-Arts et d'Archéologie,scène de genre,"scène (marché, homme, femme, panier, poisson, abri, charrette, port, village, bateau)",propriété de la commune,don,legs,Besançon,Bourgogne-Franche-Comté,47.242188,6.02007,,,peinture à l'huile,bois,Scène de genre,http://commons.wikimedia.org/wiki/Special:FilePath/Pieter%20Casteels%20II%20-%20Fish%20Market%20in%20a%20Port.jpg,True,,,,,Non renseigné,Non renseigné,Non renseigné,Non renseigné
M0332001850,BRUEGHEL Jan II,1650,L'Apparition du Christ à Marie-Madeleine,1852,2012,Flandres,M0332,musée des Beaux-Arts et d'Archéologie,art sacré,"scène biblique (Apparition à Madeleine, attribut : récipient, jardin, brouette, fleur, légume);fond de paysage (chemin, arbre, colline, feuillu)",propriété de la commune,achat,achat,Besançon,Bourgogne-Franche-Comté,47.242188,6.02007,,,peinture à l'huile,toile cuivre,Art sacré,http://commons.wikimedia.org/wiki/Special:FilePath/L%27apparition%20du%20Christ%20%C3%A0%20Marie-Madeleine%20-%20par%20Jan%20Brueghel%20le%20Jeune.jpg,True,1601-09-13,1601,1678-09-01,1678,Pays-Bas,Anvers,Anvers,baroque
M0332001852,CUYP Aelbert,1639,Vaches et moutons dans un pâturage,1840,2012,Pays-Bas,M0332,musée des Beaux-Arts et d'Archéologie,paysage,"paysage (troupeau, vache, berger, arbre, pré, oie, ciel : nuage)",propriété de la commune,achat,achat,Besançon,Bourgogne-Franche-Comté,47.242188,6.02007,,,peinture à l'huile,Non renseigné,Paysage,http://commons.wikimedia.org/wiki/Special:FilePath/Aelbert%20Cuyp%20-%20Landscape%20with%20Cattle%2C%201639%2C%20Besan%C3%A7on%20840.8.1.jpg,True,1620-10-20,1620,1691-11-15,1691,Pays-Bas,Dordrecht,Dordrecht,âge d'or de la peinture néerlandaise
M0332002418,ORRIZONTE dit,1700,tombeau de Néron,1894,2012,Italie,M0332,musée des Beaux-Arts et d'Archéologie,vue d'architecture,"vue d'architecture (pierre : sarcophage : Néron, bas-relief)",propriété de la commune,don,legs,Besançon,Bourgogne-Franche-Comté,47.242188,6.02007,,,aquarelle encre plume,pierre,Vue d'architecture,http://commons.wikimedia.org/wiki/Special:FilePath/Jan%20Frans%20van%20Bloemen%20-%20Tomb%20of%20Nero.jpg,True,1662-05-12,1662,1749-06-13,1749,Pays-Bas,Anvers,Rome,Baroque flamande
